ndata,sigma,theta_median,theta_iqrs,quartiles1,quartiles3,theta_coverage
500,1.0,88.09654216138611,1.4596700658275665,87.37038375125982,88.83005381708739,false
500,1.0,88.08882467249975,1.4445805359276989,87.35582246401049,88.80040299993819,false
500,1.0,88.05368834711538,1.4406420641030735,87.34975901510678,88.79040107920986,false
500,1.0,88.1109633014526,1.4412812347425756,87.37119462846917,88.81247586321174,false
500,1.0,88.03367900565361,1.4923788621219956,87.31118788136827,88.80356674349026,false
500,1.0,88.1022921798106,1.4554549073179572,87.38258589026803,88.83804079758599,false
500,1.0,88.117295344672,1.4184642276174628,87.39141118384279,88.80987541146025,false
500,1.0,88.05023904536795,1.449916953827909,87.32286655384394,88.77278350767185,false
500,1.0,88.0473223232969,1.466152599245973,87.33115654141828,88.79730914066425,false
500,1.0,88.07719017741226,1.5050178903413638,87.29300084583295,88.79801873617431,false
500,1.0,88.07351976308938,1.4585236845788785,87.34835867827348,88.80688236285236,false
500,1.0,88.04298191514826,1.4354426377390297,87.33793719043236,88.77337982817139,false
500,1.0,88.05565950125535,1.4295585476987753,87.35303611256502,88.7825946602638,false
500,1.0,88.08140136067482,1.4776834268073316,87.36628861644606,88.84397204325339,false
500,1.0,88.0684471987181,1.4108241317010908,87.3577842859634,88.7686084176645,false
500,1.0,88.08022010089972,1.4259816999541925,87.36610456129377,88.79208626124796,false
500,1.0,88.07376933273349,1.4166170930152902,87.38590973488222,88.80252682789751,false
500,1.0,88.09301717147702,1.4058322943148198,87.39424700775616,88.80007930207098,false
500,1.0,88.06989960931257,1.4090180345368566,87.35950891862616,88.76852695316302,false
500,1.0,88.03703832350867,1.421271418458332,87.34465448824432,88.76592590670265,false
500,1.0,88.08475022109188,1.4248350076789933,87.37512059570457,88.79995560338357,false
500,1.0,88.06830805017263,1.424050469244321,87.36032997649875,88.78438044574307,false
500,1.0,88.09181278206444,1.4405328078779576,87.37367959684543,88.81421240472339,false
500,1.0,88.12204499094496,1.4310023205367486,87.39367855591529,88.82468087645204,false
500,1.0,88.10911962958774,1.4749898270177368,87.37631261284768,88.85130243986542,false
500,1.0,88.05500795762521,1.4743531891787,87.31790365229287,88.79225684147157,false
500,1.0,88.10591357598479,1.3982394957623114,87.3853689972113,88.78360849297361,false
500,1.0,88.06056350009223,1.4392196737406522,87.34068529960784,88.7799049733485,false
500,1.0,88.10241265962192,1.4236926731551307,87.38370426302058,88.8073969361757,false
500,1.0,88.06726784041479,1.4276440268986477,87.35723097586924,88.78487500276789,false
500,1.0,88.08379985341108,1.4713629955225258,87.35985433786439,88.83121733338692,false
500,1.0,88.08664667932888,1.403113705481303,87.38660290496881,88.78971661045011,false
500,1.0,88.0650112226582,1.4589870183429952,87.33463824054543,88.79362525888843,false
500,1.0,88.11242155738219,1.4002961003886014,87.39885878053397,88.79915488092257,false
500,1.0,88.08499856300561,1.4563068328397293,87.34059298122915,88.79689981406888,false
500,1.0,88.08467334843152,1.4133959439756012,87.36949429006992,88.78289023404552,false
500,1.0,88.14831916485429,1.4572072321986838,87.39584810783194,88.85305534003062,false
500,1.0,88.08265762316253,1.434216938376693,87.37349207191156,88.80770901028825,false
500,1.0,88.10391708337036,1.4568790249410455,87.36790634423885,88.82478536917989,false
500,1.0,88.09040990287686,1.4326387883536853,87.35727761934886,88.78991640770255,false
