ndata,sigma,theta_median,theta_iqrs,quartiles1,quartiles3,theta_coverage
500,1.0,99.97955729278894,0.04396941469964588,99.95156549022181,99.99553490492146,false
500,1.0,99.97362337885966,0.046173955146159074,99.94404869888064,99.9902226540268,false
500,1.0,100.02651363719264,0.0446928398376798,99.99798788575816,100.04268072559584,true
500,1.0,100.08136082961127,0.043388926218938195,100.05322168982156,100.0966106160405,false
500,1.0,99.97623816859812,0.04524686533369504,99.94767634756391,99.99292321289761,false
500,1.0,100.00029059441951,0.043428995079821675,99.9725058244174,100.01593481949722,true
500,1.0,100.05035060033325,0.044847018133850725,100.02193969581643,100.06678671395028,false
500,1.0,100.07078956226833,0.04290028385041467,100.04392120139536,100.08682148524578,false
500,1.0,99.97510667181768,0.04281784637107933,99.94801821503448,99.99083606140556,false
500,1.0,100.08896437289268,0.04248891498640717,100.06275696268308,100.10524587766949,false
500,1.0,99.97570178848542,0.04076338053957329,99.94974774622013,99.9905111267597,false
500,1.0,99.975259034478,0.04167025809972813,99.94855363385548,99.99022389195521,false
500,1.0,99.98847848699364,0.045200518830654346,99.96012738777635,100.00532790660701,true
500,1.0,100.01706129591486,0.044348928806357435,99.98966710951615,100.0340160383225,true
500,1.0,99.98302466370986,0.042245575933080204,99.95666990139878,99.99891547733186,false
500,1.0,99.9807518586857,0.041735082894575726,99.9542805300625,99.99601561295708,false
500,1.0,100.06530596704685,0.04130502605993058,100.0388496423387,100.08015466839863,false
500,1.0,100.04492997858111,0.0434894402807231,100.01761764336167,100.0611070836424,false
500,1.0,100.0450633155955,0.0431141779302493,100.01750591451963,100.06062009244988,false
500,1.0,100.02389675378166,0.042613310133248206,99.99718197375608,100.03979528388933,true
500,1.0,100.11139269577973,0.04517910523995283,100.08226649147693,100.12744559671688,false
500,1.0,99.98042460692284,0.04584016828091819,99.95163711595116,99.99747728423208,false
500,1.0,99.97338217507834,0.04530152490455919,99.94430609891627,99.98960762382083,false
500,1.0,99.99442592062739,0.045750937957961924,99.96525420411467,100.01100514207263,true
500,1.0,99.98482491506945,0.04225290372112056,99.95828037662808,100.0005332803492,true
500,1.0,100.00824878313391,0.04644461979647474,99.97841757241295,100.02486219220943,true
500,1.0,100.01859928836916,0.04373696872302446,99.98999086463255,100.03372783335557,true
500,1.0,100.02222456142314,0.04571891448249232,99.9938137564859,100.0395326709684,true
500,1.0,100.07480380481404,0.043885828461867504,100.04687842745102,100.09076425591289,false
500,1.0,99.98991870787546,0.04167403418159665,99.96325801812563,100.00493205230723,true
500,1.0,99.99198066725023,0.04256563772861455,99.96610858809296,100.00867422582158,true
500,1.0,100.04214028026706,0.049754768490345214,100.01028967077393,100.06004443926427,false
500,1.0,99.97728109459868,0.0453484957033794,99.94882651295777,99.99417500866114,false
500,1.0,99.97402766448224,0.04446251344307939,99.94560291802841,99.99006543147149,false
500,1.0,100.01734525727572,0.04342107355101632,99.99005722469664,100.03347829824766,true
500,1.0,100.04317439441212,0.04784537508949427,100.01228656005898,100.06013193514848,false
500,1.0,99.99494720701048,0.04384853514065412,99.9672334440113,100.01108197915195,true
500,1.0,100.04211476600508,0.04453267924166937,100.01382971301749,100.05836239225916,false
500,1.0,100.0506740712741,0.04385416370604389,100.02391631933526,100.0677704830413,false
500,1.0,100.0163108159037,0.044360139490734696,99.98791830197948,100.03227844147021,true
500,1.0,100.01454594854292,0.04090108591297792,99.98827955469127,100.02918064060425,true
500,1.0,100.12188074483964,0.043400103545522484,100.09483273297391,100.13823283651944,false
500,1.0,99.9924300153236,0.04545674131404098,99.96333960386525,100.00879634517929,true
500,1.0,100.00680107808728,0.045247356991666265,99.97821105166638,100.02345840865804,true
500,1.0,99.97922532805931,0.03903778429788929,99.95493328038069,99.99397106467858,false
500,1.0,100.00611943271963,0.042336807137758115,99.97949711984879,100.02183392698655,true
500,1.0,100.00125619813014,0.044794468835164025,99.97220293686274,100.01699740569791,true
500,1.0,100.01478289857324,0.04435281357267229,99.98678013920208,100.03113295277475,true
500,1.0,100.010085020584,0.04547247023191403,99.9811474887469,100.02661995897881,true
500,1.0,100.00340467100648,0.04399726136622917,99.97582636224155,100.01982362360778,true
500,1.0,100.0553977283709,0.044274927414193144,100.0278261131858,100.07210104059999,false
500,1.0,99.9850671882441,0.04339568634121349,99.95779895737495,100.00119464371616,true
500,1.0,100.05606501985272,0.04111574137330365,100.02978729717421,100.07090303854751,false
500,1.0,100.24074747256982,0.045592940653989444,100.21238748299503,100.25798042364902,false
500,1.0,99.99465742033343,0.043784946663180335,99.9675724505556,100.01135739721877,true
500,1.0,99.98765390681113,0.043443413523192476,99.96015649020245,100.00359990372564,true
