ndata,sigma,theta_median,theta_iqrs,quartiles1,quartiles3,theta_coverage
500,1.0,161.92661429706885,1.4390181274131066,161.2096565227087,162.64867465012182,false
500,1.0,161.93645043878905,1.454422566355504,161.1809276199067,162.6353501862622,false
500,1.0,161.90113521703705,1.462349755010223,161.17494763601337,162.6372973910236,false
500,1.0,161.92144048235215,1.4159430186362272,161.2144006845657,162.63034370320193,false
500,1.0,161.9373174868257,1.4145944255502343,161.22847232074284,162.64306674629307,false
500,1.0,161.92001784147251,1.4236537863431522,161.20766092671357,162.63131471305672,false
500,1.0,161.94769087534465,1.4724699550939135,161.19979103387408,162.672260988968,false
500,1.0,161.90787606738047,1.4450064247025978,161.17043253242792,162.61543895713052,false
500,1.0,161.91910155452098,1.4757082419723133,161.18228390627564,162.65799214824796,false
500,1.0,161.9521246725506,1.4693517282388768,161.2051866115235,162.67453833976236,false
500,1.0,161.93579506220584,1.401679206777942,161.24164773827187,162.6433269450498,false
500,1.0,161.89943659808625,1.4517646652660119,161.17552676165542,162.62729142692143,false
500,1.0,161.92032970235925,1.4752268978397183,161.1764433074611,162.65167020530083,false
500,1.0,161.94817371246359,1.431209050510006,161.20916674275912,162.64037579326913,false
500,1.0,161.93304710859996,1.4749585438458723,161.1917828216496,162.66674136549548,false
500,1.0,161.89799378394105,1.4376269019139158,161.1840081654198,162.62163506733373,false
500,1.0,161.9452968529502,1.451907282235311,161.20837606590476,162.66028334814007,false
500,1.0,161.9060070929583,1.4315168039807133,161.19368425316344,162.62520105714415,false
500,1.0,161.89170477690945,1.4599988667006585,161.16724826891505,162.6272471356157,false
500,1.0,161.88613707252648,1.482352810442876,161.15825062537618,162.64060343581906,false
500,1.0,161.8972024035954,1.424247894453913,161.17740018405527,162.60164807850919,false
500,1.0,161.91597906529944,1.470180358662219,161.18112298103765,162.65130333969987,false
500,1.0,161.9313135865323,1.4140291535646554,161.22480668910086,162.63883584266551,false
500,1.0,161.9252943891896,1.4725469385534495,161.18387552177583,162.65642246032928,false
500,1.0,161.88965529056554,1.4120581138055002,161.1899706690793,162.6020287828848,false
500,1.0,161.92028053115348,1.4545021844569703,161.19589698445705,162.65039916891402,false
500,1.0,161.91514799989284,1.4609714069230222,161.1808098459364,162.64178125285943,false
500,1.0,161.95563966274813,1.4430923997562957,161.23439678365932,162.67748918341562,false
500,1.0,161.9300045683515,1.440521673838873,161.19943078805804,162.6399524618969,false
500,1.0,161.95056842239225,1.42580334036532,161.22825940804483,162.65406274841015,false
500,1.0,161.92673570405393,1.4423279799209183,161.2114332621427,162.6537612420636,false
500,1.0,161.92630774658502,1.419370464317467,161.2033087038218,162.62267916813926,false
500,1.0,161.93738074172842,1.4395553121845808,161.21359124434522,162.6531465565298,false
500,1.0,161.95019945559665,1.4299892782207735,161.2260121487933,162.65600142701408,false
500,1.0,161.9754293568049,1.4728576126946393,161.23920241586612,162.71206002856076,false
500,1.0,161.93010699895348,1.4430635763457644,161.2026261112209,162.64568968756666,false
500,1.0,161.90367809597626,1.4488583963748738,161.17608748299628,162.62494587937115,false
500,1.0,161.8959454368789,1.453399830690472,161.18875088250766,162.64215071319813,false
500,1.0,161.93732486670814,1.443096319295421,161.2037385552458,162.6468348745412,false
500,1.0,161.91606817647437,1.4193117927591743,161.2142653560399,162.63357714879908,false
