ndata,sigma,theta1_median,theta2_median,theta1_iqrs,theta2_iqrs,quartiles1_1,quartiles3_1,quartiles1_2,quartiles3_2,theta1_coverage,theta2_coverage
100,20.0,150.1650774751983,99.94576004454868,0.5974837551961798,0.5599096261349104,149.95616344336904,150.55364719856522,99.58666033014825,100.14656995628316,true,true
100,20.0,149.9204256489681,100.21775403612125,0.5485155539358004,0.5276184228025897,149.70563683742665,150.25415239136245,99.89152034704051,100.4191387698431,true,true
100,20.0,149.88506151331057,100.93882998200893,0.5558327709391051,0.6077692206874303,149.67247704753112,150.22830981847022,100.55699459022787,101.1647638109153,true,false
100,20.0,149.31602584242125,99.77595210855523,0.5622479085699013,0.5701449061897961,149.0980155454479,149.6602634540178,99.4197518768198,99.9898967830096,false,false
100,20.0,150.1144769870796,100.29324264829206,0.6044502470693089,0.622557603087742,149.8986592970439,150.50310954411322,99.8967778359998,100.51933543908754,true,true
100,20.0,149.82585475145396,100.15346040664025,0.5951542368804041,0.6023091122804232,149.60533108412213,150.20048532100253,99.7630985386803,100.36540765096072,true,true
100,20.0,149.93033848003813,100.99281593420005,0.5400111681368571,0.5315226041762457,149.7339193345917,150.27393050272855,100.65800988866165,101.1895324928379,true,false
100,20.0,149.9912084504813,100.01393495620646,0.5856450532228905,0.5299723577373072,149.77864077634086,150.36428582956376,99.68870444160862,100.21867679934593,true,true
100,20.0,150.11115720893824,99.85038545862757,0.6011327191544353,0.5632943382480988,149.8929901857913,150.49412290494573,99.48455191903655,100.04784625728465,true,true
100,20.0,149.7373084838549,99.84843656847991,0.5603868704168349,0.5685446826311278,149.53505762000805,150.09544449042488,99.48317488783113,100.05171957046225,true,true
100,20.0,149.89166293118333,100.51071354439654,0.5349423533738502,0.5997717841981256,149.69052501991234,150.2254673732862,100.13667982685064,100.73645161104876,true,false
100,20.0,149.9807739391202,100.00281854467796,0.547158114923235,0.5777096318121693,149.78468024996502,150.33183836488826,99.62812217808276,100.20583180989493,true,true
100,20.0,150.076711113248,99.90761260236545,0.596946221743508,0.5948816884880443,149.86449077119528,150.4614369929388,99.5397332799726,100.13461496846064,true,true
100,20.0,150.02778561139166,99.8391845525609,0.5881269842196559,0.6319364320366958,149.8093575047338,150.39748448895347,99.4317438509014,100.0636802829381,true,true
100,20.0,149.84463672915842,99.69874408698831,0.5904860770661458,0.6119624418730609,149.62453448911634,150.2150205661825,99.30765012784275,99.91961256971581,true,false
100,20.0,150.11800937925017,99.72626274273509,0.5642148605140278,0.5686487016440793,149.9126127262945,150.47682758680853,99.37382834444354,99.94247704608762,true,false
100,20.0,149.93911391248338,100.01902139876928,0.544761645211878,0.5348073296038081,149.7375818026718,150.28234344788368,99.68363846709042,100.21844579669423,true,true
100,20.0,150.1157160371784,100.59173289854564,0.5370923545678181,0.578806875141197,149.91292972577884,150.45002208034666,100.21477064165549,100.79357751679669,true,false
100,20.0,150.1806207086936,99.86054859982606,0.5919313135449329,0.5890414119250522,149.97154971663082,150.56348103017575,99.48447156009824,100.0735129720233,true,true
100,20.0,150.31697869500815,100.31413025188205,0.5670948086016097,0.5905482895164198,150.1087565809321,150.6758513895337,99.94678166722727,100.53732995674369,false,true
100,20.0,149.8255447907434,100.27346176640825,0.597160878197343,0.5724372453473734,149.60566471655514,150.20282559475248,99.91210289522436,100.48454014057174,true,true
100,20.0,150.34728206704733,100.6484827937723,0.5544382133829515,0.6409578732201595,150.14286125336247,150.69729946674542,100.23722083518565,100.87817870840581,false,false
100,20.0,149.94529487790123,100.26310803586875,0.5266021324260635,0.5416159954536397,149.75933052621824,150.2859326586443,99.91224245081794,100.45385844627158,true,true
100,20.0,149.6207519732194,99.96726424547563,0.5708194239453235,0.5673407828037966,149.41089358807906,149.9817130120244,99.60696247913927,100.17430326194307,false,true
100,20.0,149.14481003273286,100.137302811702,0.48833990372955327,0.5050033345323186,148.96506247932618,149.45340238305573,99.81388051855032,100.31888385308264,false,true
100,20.0,149.65539853875475,100.62056921312083,0.5620905747353504,0.5804432822005197,149.44398808493776,150.0060786596731,100.25270798098853,100.83315126318905,true,false
100,20.0,149.90798313488256,99.86886169547711,0.5143911897336011,0.5819209619254764,149.71865302577436,150.23304421550796,99.49203942876042,100.0739603906859,true,true
100,20.0,150.17752069510746,99.68096875839305,0.5352851516499584,0.5791170751051311,149.9812942350713,150.51657938672125,99.30754005225938,99.88665712736451,true,false
100,20.0,149.90575359383092,100.28662658114342,0.5718637850239077,0.5723355457168537,149.70266769552964,150.27453148055355,99.92936602638925,100.5017015721061,true,true
100,20.0,149.49570319690918,100.06200698431151,0.5679338103488476,0.5487795074014059,149.28578096336418,149.85371477371302,99.71844990168714,100.26722940908854,false,true
100,20.0,150.24920227647584,99.95340314441461,0.546893717673953,0.6454375064339644,150.05367698606804,150.600570703742,99.5459865747424,100.19142408117636,false,true
100,20.0,150.14040268479113,100.19273310572106,0.5335546206265178,0.5950734985977562,149.95060895690617,150.48416357753268,99.8253043329379,100.42037783153566,true,true
100,20.0,150.35481248919444,100.83252236863342,0.6309863218686758,0.588703430887918,150.13830535101874,150.76929167288742,100.46322863115918,101.0519320620471,false,false
100,20.0,150.15129731651692,99.83810385024657,0.6742071537791503,0.569608961101082,149.9076917239883,150.58189887776746,99.47491882457531,100.0445277856764,true,true
100,20.0,149.55695043281352,100.28681314676754,0.5295415310996248,0.5853501337974905,149.35842848259537,149.887970013695,99.91581336689943,100.50116350069692,false,true
