parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
θ1,152.48050122135115,5.204951016202928,0.24455293668642616,473.50337110642084,790.8597711719513,1.000476366250206,370.21373815982867
θ2,99.84266139241903,4.915571530412892,0.21072852206532586,580.7242232102811,911.4022217020204,1.0030379919989665,454.0455224474442
θ1,148.7637813038351,0.9844659341121234,0.03623564956684058,890.2881221710829,1032.1086117093585,1.000145110387385,362.49516375044095
θ2,100.08595696058224,1.0881462158302675,0.07577847213466186,231.0295528455111,337.93796453772546,1.0006110856920505,94.06740751038726
θ1,149.22542953885744,0.5138505033321499,0.03849333554044451,242.20303256330382,205.27581460792544,1.0064028386187276,27.887510945688405
θ2,99.64139718537132,0.5024218040112098,0.02140655694704563,584.199094546528,804.4511908433302,1.0000795947173127,67.26529586027956
θ1,150.20741262150582,0.24150884657216976,0.012024159411468038,496.3158067801544,472.03637048804467,1.0049868106730087,42.76741118312403
θ2,100.09570738200853,0.2393605071204434,0.010572700360019619,601.9850512906731,728.3463692171596,1.0002697424813807,51.87290403194081
θ1,150.0926572633784,0.09960032236628018,0.0054469384773261804,438.07038765542194,551.7338791844736,1.0000836567698954,15.007550108099414
θ2,99.94653547841767,0.11072312623374939,0.006485697697660673,344.5537698038296,550.2501206933359,1.0000436055653719,11.803829044324411
