parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
θ1,150.27583186486802,0.6977671692394646,0.01845778967151271,1376.5229143209053,2243.4682002301374,1.0001043944253125,161.81061647124784
θ2,99.6826579644849,0.894967130364386,0.018506256597984758,2346.1002037028884,2677.8658632296115,1.002483378813309,275.78467188231906
θ1,148.6451656608735,0.8594639484787933,0.012461604831836826,4832.49736463447,4318.875775855394,1.0007371394480222,1769.4973872700366
θ2,100.17052449325766,0.8899501266955274,0.01141438664368811,6169.871014657216,5117.333593337269,0.9999476913172641,2259.198467468772
θ1,150.05460357464128,0.27140264572904993,0.010140497527299001,595.6555940020552,1026.245186804831,1.0008193419237856,4.454232427031401
θ2,99.74724927772117,0.6923597334368284,0.02882987183612492,626.7435445876445,989.9836576762438,1.000117074310122,4.686703940742735
θ1,149.39989663000705,0.17823746511451938,0.005420001843012978,1093.2850557952386,1971.086476507216,0.9999266272767635,98.35237997438274
θ2,99.74382413452682,0.6126284726348656,0.019990661936374228,989.7861158196881,1431.8675506271009,1.0018813737096113,89.04157213203383
θ1,150.04670837567818,0.06671189810061576,0.0023158306720068803,880.6222285469597,1506.895817256331,0.9999403312778612,30.057417862890293
θ2,99.54318590981656,0.33363261934416133,0.013026964589417897,666.3131762718131,918.8426958459256,1.0025385427569231,22.742616433606837
