parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
θ1,140.5395755809651,9.742206459867424,0.3383462796657418,848.5628318132577,1216.9913863610152,1.0010657012859803,393.3995511419832
θ2,99.28388501034125,1.8356790210361544,0.07147748149771081,674.4504953042763,1074.6606420242815,1.002067722373444,312.6798772852463
θ1,151.43686382034167,4.8426560396795875,0.12131306041204147,1662.243765400717,2274.680672560652,1.0013833972603068,558.174535057326
θ2,99.9623446771581,0.4124108036184109,0.013173028858522128,1048.6890943300477,1636.233271053169,1.0039014408239806,352.14543127268223
θ1,151.63505483110396,2.9272534078517642,0.08007767973277144,1362.0314737966924,2105.904837231796,1.0006860409046845,173.55141103423705
θ2,99.79987776134787,0.21186226890021984,0.007105441006861054,969.2441957591341,1337.270998455148,0.9999541717007211,123.50206367980812
θ1,150.40732598870875,1.7905415618362823,0.0530823560814288,1177.1090393519496,1724.3640478476193,1.0008758613242708,110.12340156721392
θ2,100.01232596126233,0.09773057279095053,0.0030868363515196957,1124.96778921421,1569.7566836988058,1.0001251713542874,105.24537273965852
θ1,151.95995210774103,1.3725153810632365,0.04035166688640691,1162.0491658641959,1718.6562899429362,1.00137508133253,16.5221043587533
θ2,99.98510333914699,0.0401442313761925,0.0015135107708176122,739.5042222420932,1158.1449897171524,1.0025566747678554,10.514327872294558
