ndata,sigma,theta1_median,theta2_median,theta1_iqrs,theta2_iqrs,quartiles1_1,quartiles3_1,quartiles1_2,quartiles3_2,theta1_coverage,theta2_coverage
500,1.0,150.04247922984126,99.94504561774039,0.07269291442585768,0.38473987956261624,150.01666771597246,150.08936063039832,99.7259016811712,100.11064156073381,false,true
500,1.0,149.98463348663495,100.01045095858396,0.0737483532141141,0.4472248248773951,149.9566969626264,150.03044531584052,99.75197802611484,100.19920285099224,true,true
500,1.0,149.97977890709006,100.11049760725751,0.07233819697549393,0.6208782214111608,149.95333286654073,150.02567106351623,99.77909833798614,100.3999765593973,true,true
500,1.0,149.97425836689655,100.23451690336856,0.07258881086150382,0.5451760716598955,149.9470447452622,150.0196335561237,99.93567730605432,100.48085337771421,true,true
500,1.0,149.84294737643313,99.6558543882175,0.07357458415353335,0.4447000884191965,149.81614471758587,149.8897193017394,99.4056904265398,99.850390514959,false,false
500,1.0,150.03318390831677,100.46205158934691,0.07101782404890855,0.6293615274794178,150.0057412990415,150.0767591230904,100.13534813183333,100.76470965931274,false,false
500,1.0,149.85309647568948,99.80189876924874,0.06575529356538823,0.49864322209138834,149.82896187031756,149.89471716388294,99.53128520929056,100.02992843138195,false,true
500,1.0,149.75315048496435,100.07722459275382,0.07744255201390615,0.5364213901920465,149.72470395353213,149.80214650554603,99.78196237023883,100.31838376043088,false,true
500,1.0,149.97770241197082,100.17358290969369,0.075798150543676,0.4864479697706088,149.95016833030584,150.02596648084952,99.89858930946563,100.38503727923624,true,true
500,1.0,150.01680618235991,101.52821712259225,0.072002447446323,0.8291300187565867,149.99014927732705,150.06215172477337,101.101408912283,101.93053893103959,true,false
500,1.0,149.97775301254703,99.94492190882639,0.07612998726833098,0.3999017506430391,149.9489779540496,150.02510794131794,99.7090235116802,100.10892526232324,true,true
500,1.0,149.9948486601511,100.38494620999859,0.07317964002621125,0.4768442616058479,149.96795302265122,150.04113266267743,100.11858004968029,100.59542431128614,true,false
500,1.0,149.87305901232435,99.96371253419545,0.07649717357662666,0.555817333416158,149.84552609253294,149.92202326610956,99.65606502482711,100.21188235824327,false,true
500,1.0,149.94103455837572,99.44533881311597,0.07439167900071197,0.5568738080346378,149.91275607615827,149.987147755159,99.14097720986625,99.69785101790089,false,false
500,1.0,150.00939870145544,100.07809613857081,0.07765369235528397,0.5668075130169825,149.98098018417224,150.05863387652752,99.77999448848959,100.34680200150657,true,true
500,1.0,149.86158987292092,99.8514359368393,0.07238045634082368,0.5737418877012885,149.83508242723778,149.9074628835786,99.53488763554336,100.10862952324464,false,true
500,1.0,150.0414803287021,100.81266598416406,0.07366606913669216,0.724120112385009,150.01370669660562,150.08737276574232,100.43689089762606,101.16101101001107,false,false
500,1.0,150.0315430102425,100.72193763511802,0.07116950186278359,0.43596372080622814,150.00557912373722,150.0767486256,100.47405261526939,100.91001633607561,false,false
500,1.0,149.97839550597044,99.7072198082827,0.07405120900764928,0.4707950361922002,149.94979984368177,150.02385105268942,99.43654006473335,99.90733510092555,true,false
500,1.0,149.97871584476962,99.76591405834321,0.07349468695778683,0.6519674420706991,149.95111559549807,150.02461028245585,99.42334273624498,100.07531017831568,true,true
500,1.0,149.89484411214255,100.63281928668017,0.06964740930479252,0.4986312233145185,149.8683942584021,149.9380416677069,100.3455806386523,100.84421186196681,false,false
500,1.0,149.98093272171158,100.81693992803854,0.07262917086353582,0.6414567390493033,149.95408214325272,150.02671131411626,100.48198884803719,101.1234455870865,true,false
500,1.0,150.01684067554984,100.50628346572668,0.07647212300605588,0.5898225309610439,149.9868677458929,150.06333986889896,100.18728784430968,100.77711037527072,true,false
500,1.0,150.02328086799517,99.9171464057908,0.06779921146730317,0.42493805034595766,149.99811279673992,150.06591200820722,99.67085938093916,100.09579743128512,true,true
500,1.0,150.02209876403026,100.74098865013605,0.07597333582370425,0.6805633990066156,149.994139042204,150.07011237802772,100.38284526179743,101.06340866080404,true,false
500,1.0,150.01777273247274,99.58699181976215,0.07209019457653199,0.5546235255192755,149.99119502277208,150.0632852173486,99.28011026463017,99.83473379014944,true,false
500,1.0,149.86433660335973,99.88574552312927,0.07748703179080962,0.6137573688856435,149.83634377051146,149.91383080230227,99.56506756585776,100.1788249347434,false,true
500,1.0,149.85879931772706,99.75647381015918,0.07011166861926199,0.4649191447416001,149.83366371704588,149.90377538566514,99.49466285259916,99.95958199734076,false,false
500,1.0,149.98123209128863,99.93304370558948,0.07369753965309656,0.4585651553936998,149.95448598864755,150.02818352830064,99.67174989075193,100.13031504614563,true,true
500,1.0,150.01453895190218,99.76532646127694,0.07542096042570279,0.47046382889743654,149.98671048106652,150.06213144149223,99.49567719863731,99.96614102753475,true,false
500,1.0,150.0326099289535,100.45402885296708,0.07138259452543139,0.3859445281121765,150.00594184161548,150.0773244361409,100.23012225200577,100.61606678011795,false,false
500,1.0,150.03226452262768,100.02549022529793,0.06426776495729314,0.6163228102570741,150.00871331742582,150.0729810823831,99.69957931449063,100.31590212474771,false,true
500,1.0,150.04704115534815,100.27774986977343,0.07567977823703131,0.5105133282330314,150.01878808916808,150.09446786740511,99.98427890587772,100.49479223411075,false,true
500,1.0,149.98591322338945,100.2404596158421,0.07072125687074049,0.6004631191473209,149.95890709108534,150.02962834795608,99.90962223621565,100.51008535536297,true,true
500,1.0,149.96553294037835,100.30585453017238,0.07379943944172851,0.5340291649736599,149.93795576741852,150.01175520686024,100.00292495268523,100.5369541176589,true,false
500,1.0,150.03578458096956,100.3080233704364,0.0673711752454551,0.561401740940795,150.01172723227035,150.0790984075158,100.00265282400161,100.56405456494241,false,false
500,1.0,150.0166373004112,100.33543949417376,0.07053445441110284,0.7313927927807384,149.99190665217895,150.06244110659006,99.95971530558745,100.69110809836819,true,true
500,1.0,150.03937472695912,99.71621540714173,0.07738618201059921,0.4716772408120562,150.01087268215002,150.08825886416062,99.45505496242018,99.92673220323223,false,false
500,1.0,150.006393934593,100.39504564510185,0.07408674307160368,0.5501004365228823,149.97912146480851,150.05320820788012,100.10427753861897,100.65437797514186,true,false
500,1.0,150.0236254553422,99.90257329477316,0.07596423513624018,0.5100536225957626,149.9962273149578,150.07219155009403,99.63034868266044,100.1404023052562,true,true
500,1.0,149.92025027132087,99.7571211815519,0.075567116898128,0.36338481105256903,149.89299994106824,149.96856705796637,99.54587369624424,99.90925850729681,false,false
500,1.0,150.04595027570082,99.64609105137109,0.07202358875036907,0.49694511997573443,150.0198968550115,150.09192044376186,99.36046594575483,99.85741106573056,false,false
500,1.0,150.0194762132418,100.72293637811723,0.07286037740121287,0.7558607779001676,149.9929128583445,150.06577323574572,100.32941000195706,101.08527077985723,true,false
500,1.0,149.95752777345635,100.35202894062752,0.07478950600847156,0.5488151958450089,149.930448197245,150.00523770325347,100.05140305707312,100.60021825291813,true,false
500,1.0,150.04361297743282,101.25580811411548,0.06898870300219073,0.6579240316272177,150.01753073459258,150.08651943759477,100.90631743124307,101.56424146287029,false,false
500,1.0,150.0450487542755,99.9963311511673,0.07459514833490744,0.4905575572356753,150.01733998695158,150.0919351352865,99.72514582907345,100.21570338630913,false,true
500,1.0,149.99400649089173,99.89169792876638,0.07666006832317862,0.40012355995756366,149.9659663828009,150.04262645112408,99.65938427898054,100.0595078389381,true,true
500,1.0,149.9603005961228,99.7162457026758,0.0729262451728232,0.3592055751609422,149.93324406850107,150.0061703136739,99.50382858668317,99.86303416184411,true,false
500,1.0,149.8170059450875,99.9193396415794,0.07315236570829597,0.5106365081058328,149.7904222127596,149.8635745784679,99.64206487178784,100.15270137989367,false,true
500,1.0,149.92376696624387,100.10478413812538,0.07463056930777157,0.49819942390622884,149.8974651462891,149.97209571559688,99.8350423946739,100.33324181858013,false,true
