parameters,2.5%,25.0%,50.0%,75.0%,97.5%
θ1,147.85590607107952,149.11008221026336,149.77706816247544,150.45996645612738,151.7392790371248
θ2,97.97313536697818,99.0291777891725,99.48226744901012,99.82592077618611,100.10514947706866
θ1,148.22675911446905,148.72856127478212,149.22079017753572,149.80977971381367,151.03050000687585
θ2,98.86049299370134,100.01294670878886,100.5890407717097,101.05182359579828,101.49546502209394
θ1,149.37718699397655,149.5148121286732,149.71575120662095,150.0200617633807,150.83530352976314
θ2,98.69339730763605,99.60248424842389,99.86459797034412,100.03859919559359,100.14612348652892
θ1,149.7442266645252,149.8126795522258,149.918623008314,150.08798901779576,150.62555233162612
θ2,99.26840489947456,99.817221038303,99.98721922369695,100.07420666376356,100.13418730806258
θ1,149.89010365137605,149.91476351158357,149.9542361122762,150.01837018993666,150.24341917785705
θ2,99.89185522309776,100.12729025483857,100.19865519642966,100.24086806148082,100.26937414395655
